time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-10-25T01:27:26.220Z,37.0875,-121.8173333,9.453,4.7,ml,91,47,0.02613,0.07,nc,nc10090134,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.12,0.26,,7,reviewed,nc,nc
1989-10-22T14:24:36.900Z,37.0038333,-121.8061667,16.615,4,ml,86,49,0.01802,0.1,nc,nc235360,2016-12-09T16:47:33.520Z,"Northern California",earthquake,0.19,0.3,,7,reviewed,nc,nc
1989-10-22T09:44:57.840Z,36.9328333,-121.6626667,5.124,3.5,ml,90,71,0.001802,0.15,nc,nc10090171,2016-12-09T16:41:04.660Z,"Northern California",earthquake,0.18,0.3,,6,reviewed,nc,nc
1989-10-21T22:14:56.420Z,37.0676667,-121.8975,14.944,4.7,ml,94,85,0.04234,0.09,nc,nc10090142,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.2,0.31,,7,reviewed,nc,nc
1989-10-21T00:49:43.170Z,37.0558333,-121.8546667,12.577,4.5,ml,87,37,0.03333,0.09,nc,nc10090141,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.17,0.3,,7,reviewed,nc,nc
1989-10-20T08:12:53.870Z,37.187,-122.0573333,14.916,4,ml,83,59,0.03153,0.08,nc,nc20091826,2016-12-09T15:12:30.750Z,"Northern California",earthquake,0.18,0.34,,7,reviewed,nc,nc
1989-10-20T00:18:20.420Z,37.0988333,-121.9176667,9.503,4.3,ml,85,51,0.06757,0.08,nc,nc10090135,2016-12-09T14:52:39.240Z,"Northern California",earthquake,0.16,0.35,,7,reviewed,nc,nc
1989-10-19T17:26:18.560Z,36.927,-121.6506667,5.284,3.7,ml,88,70,0.00991,0.13,nc,nc273182,2016-12-09T14:36:40.220Z,"Northern California",earthquake,0.19,0.31,,6,reviewed,nc,nc
1989-10-19T17:15:05.460Z,36.924,-121.6496667,4.705,3.9,ml,88,70,0.01261,0.11,nc,nc273176,2016-12-09T14:36:12.200Z,"Northern California",earthquake,0.17,0.3,,5,reviewed,nc,nc
1989-10-19T12:25:33.240Z,36.9368333,-121.6723333,8.227,3.97,md,53,89,0.00991,0.07,nc,nc10090547,2016-12-09T14:25:17.480Z,"Northern California",earthquake,0.2,0.33,0.11,91,reviewed,nc,nc
1989-10-19T11:15:22.520Z,36.966,-121.8286667,10.976,3.6,ml,58,90,0.01261,0.1,nc,nc266398,2016-12-09T14:21:28.510Z,"Northern California",earthquake,0.2,0.37,,6,reviewed,nc,nc
1989-10-19T10:59:57.660Z,36.9638333,-121.8233333,12.016,3.6,ml,54,90,0.01622,0.08,nc,nc266392,2016-12-09T14:20:49.210Z,"Northern California",earthquake,0.21,0.45,,4,reviewed,nc,nc
1989-10-19T10:14:34.810Z,36.9728333,-121.8336667,12.266,4.6,ml,59,89,0.004505,0.09,nc,nc10090126,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.22,0.45,,7,reviewed,nc,nc
1989-10-19T09:53:50.060Z,36.9445,-121.676,7.807,4.5,ml,57,95,0.01712,0.08,nc,nc10090128,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.21,0.34,,8,reviewed,nc,nc
1989-10-19T08:45:49.680Z,36.9791667,-121.8348333,9.146,4,ml,62,87,0.001802,0.11,nc,nc10090202,2016-12-09T14:15:40.710Z,"Northern California",earthquake,0.23,0.37,,8,reviewed,nc,nc
1989-10-19T04:12:43.420Z,36.932,-121.6616667,6.404,3.6,ml,86,70,0.0009009,0.08,nc,nc264960,2016-12-09T14:05:51.740Z,"Northern California",earthquake,0.15,0.27,,6,reviewed,nc,nc
1989-10-19T03:55:00.210Z,36.9903333,-121.795,16.615,4,ml,78,95,0.03333,0.09,nc,nc145940,2016-12-09T14:05:05.720Z,"Northern California",earthquake,0.23,0.34,,7,reviewed,nc,nc
1989-10-18T18:06:57.980Z,36.9436667,-121.6718333,6.253,3.5,ml,47,111,0.01441,0.07,nc,nc20091226,2016-12-09T13:41:02.320Z,"Northern California",earthquake,0.2,0.29,,5,reviewed,nc,nc
1989-10-18T18:01:03.410Z,36.9483333,-121.6768333,6.263,3.8,ml,51,107,0.01532,0.08,nc,nc20091225,2016-12-09T13:40:53.710Z,"Northern California",earthquake,0.2,0.29,,5,reviewed,nc,nc
1989-10-18T16:58:01.600Z,37.0315,-121.8101667,2.346,3.5,ml,42,142,0.2207,0.19,nc,nc1166827,2016-12-09T13:37:27.390Z,"Northern California",earthquake,0.56,1.26,,3,reviewed,nc,nc
1989-10-18T10:22:04.650Z,37.033,-121.7903333,10.559,4.4,ml,61,26,0.02342,0.09,nc,nc10090140,2016-12-09T13:16:11.680Z,"Northern California",earthquake,0.2,0.35,,8,reviewed,nc,nc
1989-10-18T06:44:56.260Z,37.1761667,-121.9856667,7.694,3.6,ml,36,55,0.02613,0.06,nc,nc10090264,2016-12-09T13:02:08.850Z,"Northern California",earthquake,0.18,0.4,,8,reviewed,nc,nc
1989-10-18T06:39:10.120Z,36.9615,-121.6921667,9.023,4.3,ml,15,261,0.1865,0.04,nc,nc259958,2018-06-04T20:43:45.000Z,"Northern California",earthquake,1.41,2.26,,8,reviewed,nc,nc
1989-10-18T05:18:34.060Z,37.0235,-121.8443333,17.232,4.2,ml,34,212,0.08559,0.08,nc,nc10090129,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.71,0.46,,8,reviewed,nc,nc
1989-10-18T04:50:26.810Z,37.1706667,-122.0101667,10.354,4.3,ml,53,59,0.01712,0.06,nc,nc10090130,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.15,0.24,,8,reviewed,nc,nc
1989-10-18T04:28:14.730Z,36.9796667,-121.762,15.105,3.5,ml,45,69,0.05766,0.07,nc,nc10090454,2016-12-09T12:56:25.280Z,"Northern California",earthquake,0.21,0.32,,4,reviewed,nc,nc
1989-10-18T04:25:46.660Z,37.043,-121.7796667,7.029,3.7,ml,47,87,0.02613,0.09,nc,nc10090458,2016-12-09T12:55:59.820Z,"Northern California",earthquake,0.2,0.33,,6,reviewed,nc,nc
1989-10-18T04:16:32.450Z,37.0636667,-121.8901667,13.436,4.1,ml,51,61,0.06396,0.09,nc,nc10090201,2016-12-09T12:55:04.910Z,"Northern California",earthquake,0.23,0.4,,7,reviewed,nc,nc
1989-10-18T04:14:47.980Z,37.1323333,-121.9833333,14.806,3.5,ml,51,67,0.04955,0.08,nc,nc10090448,2016-12-09T12:54:52.690Z,"Northern California",earthquake,0.21,0.38,,7,reviewed,nc,nc
1989-10-18T04:00:59.070Z,37.1815,-121.9705,4.024,3.5,ml,35,51,0.02432,0.09,nc,nc256176,2016-12-09T12:53:51.870Z,"Northern California",earthquake,0.19,0.34,,8,reviewed,nc,nc
1989-10-18T03:46:52.690Z,36.993,-121.7586667,13.785,3.93,md,25,74,0.06216,0.07,nc,nc256525,2016-12-09T12:52:17.269Z,"Northern California",earthquake,0.33,0.9,0.14,5,reviewed,nc,nc
1989-10-18T03:46:29.390Z,37.0556667,-121.7868333,5.632,3.7,ml,38,63,0.01982,0.08,nc,nc255142,2016-12-09T12:52:12.100Z,"Northern California",earthquake,0.18,0.29,,4,reviewed,nc,nc
1989-10-18T03:35:45.250Z,37.1158333,-121.866,4.094,3.8,ml,51,41,0.02613,0.07,nc,nc10090447,2016-12-09T12:51:24.890Z,"Northern California",earthquake,0.16,0.3,,6,reviewed,nc,nc
1989-10-18T03:30:11.380Z,37.1376667,-121.9891667,14.796,4.32,md,56,67,0.04234,0.08,nc,nc10090146,2016-12-09T12:50:43.910Z,"Northern California",earthquake,0.21,0.38,0.23,146,reviewed,nc,nc
1989-10-18T03:23:56.190Z,37.1366667,-121.9893333,14.826,4,ml,53,67,0.04324,0.08,nc,nc10090444,2016-12-09T12:50:11.900Z,"Northern California",earthquake,0.19,0.37,,6,reviewed,nc,nc
1989-10-18T03:21:47.680Z,37.1106667,-121.8343333,4.184,3.9,ml,48,59,0.001802,0.06,nc,nc10090443,2016-12-09T12:49:55.840Z,"Northern California",earthquake,0.15,0.47,,6,reviewed,nc,nc
1989-10-18T03:02:42.560Z,37.1178333,-121.8618333,-0.355,3.7,ml,29,54,0.07658,0.07,nc,nc10090411,2016-12-09T12:48:23.890Z,"Northern California",earthquake,0.3,1.02,,6,reviewed,nc,nc
1989-10-18T02:26:05.740Z,37.0385,-121.7745,1.935,4.2,ml,43,91,0.08559,0.07,nc,nc10090186,2016-12-09T12:44:35.820Z,"Northern California",earthquake,0.2,1.04,,7,reviewed,nc,nc
1989-10-18T02:15:49.210Z,37.0233333,-121.7408333,-0.313,4.5,ml,34,85,0.06216,0.07,nc,nc10090144,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.28,0.47,,7,reviewed,nc,nc
1989-10-18T02:08:53.930Z,36.962,-121.7153333,13.317,3.5,ml,46,74,0.01892,0.07,nc,nc10090854,2016-12-09T12:42:37.970Z,"Northern California",earthquake,0.22,0.53,,5,reviewed,nc,nc
1989-10-18T01:45:57.380Z,37.0286667,-121.7915,10.909,3.5,ml,50,63,0.02523,0.05,nc,nc10090325,2016-12-09T12:39:27.940Z,"Northern California",earthquake,0.16,0.3,,5,reviewed,nc,nc
1989-10-18T01:24:58.750Z,36.8146667,-121.5323333,3.805,3.6,ml,29,118,0.03784,0.06,nc,nc10090318,2016-12-09T12:36:35.470Z,"Central California",earthquake,0.29,0.46,,6,reviewed,nc,nc
1989-10-18T01:24:33.250Z,37.1621667,-121.9965,8.366,4.01,md,15,72,0.02703,0.18,nc,nc250298,2016-12-09T12:36:26.322Z,"Northern California",earthquake,0.72,1.46,1.04,12,reviewed,nc,nc
1989-10-18T01:21:18.690Z,36.968,-121.7325,12.337,3.9,ml,48,74,0.03333,0.05,nc,nc10090815,2016-12-09T12:36:00.990Z,"Northern California",earthquake,0.16,0.39,,4,reviewed,nc,nc
1989-10-18T01:16:19.420Z,37.179,-121.9855,7.424,3.5,ml,51,53,0.02342,0.06,nc,nc10090803,2016-12-09T12:35:08.650Z,"Northern California",earthquake,0.14,0.4,,5,reviewed,nc,nc
1989-10-18T01:08:08.860Z,37.1943333,-122.0433333,14.336,3.6,ml,47,55,0.03153,0.05,nc,nc10090361,2016-12-09T12:33:55.160Z,"Northern California",earthquake,0.18,0.32,,3,reviewed,nc,nc
1989-10-18T01:03:58.990Z,37.1141667,-121.8411667,3.12,3.7,ml,43,87,0.007207,0.08,nc,nc10090782,2016-12-09T12:33:18.920Z,"Northern California",earthquake,0.13,0.67,,5,reviewed,nc,nc
1989-10-18T00:58:56.270Z,37.122,-121.9743333,14.259,3.9,ml,35,143,0.05856,0.1,nc,nc10090773,2016-12-09T12:32:26.020Z,"Northern California",earthquake,0.36,0.63,,3,reviewed,nc,nc
1989-10-18T00:45:38.640Z,36.951,-121.6788333,7.97,4,ml,47,95,0.01351,0.06,nc,nc10090732,2016-12-09T12:30:56.120Z,"Northern California",earthquake,0.18,0.43,,5,reviewed,nc,nc
1989-10-18T00:41:23.770Z,37.1901667,-122.052,15.306,5.1,ml,50,57,0.03063,0.09,nc,nc10090725,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.16,0.53,,4,reviewed,nc,nc
1989-10-18T00:38:28.040Z,37.1685,-121.9881667,10.434,4.3,ml,53,58,0.03333,0.07,nc,nc10090722,2016-12-09T12:30:04.780Z,"Northern California",earthquake,0.15,0.34,,4,reviewed,nc,nc
1989-10-18T00:35:25.700Z,37.1935,-122.0425,11.867,3.9,ml,32,77,0.03063,0.1,nc,nc10090673,2016-12-09T12:29:40.370Z,"Northern California",earthquake,0.23,0.61,,3,reviewed,nc,nc
1989-10-18T00:30:41.230Z,37.1193333,-121.986,15.437,4.2,ml,37,101,0.05766,0.08,nc,nc146266,2016-12-09T12:29:06.220Z,"Northern California",earthquake,0.27,0.43,,7,reviewed,nc,nc
1989-10-18T00:25:04.580Z,37.0523333,-121.7798333,5.494,4.8,ml,46,65,0.1189,0.09,nc,nc10090486,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.2,0.79,,5,reviewed,nc,nc
1989-10-18T00:24:35.830Z,37.191,-122.0335,7.976,3.5,ml,54,56,0.02613,0.59,nc,nc10090485,2016-12-09T12:28:19.300Z,"Northern California",earthquake,0.84,1.99,,5,reviewed,nc,nc
1989-10-18T00:23:37.530Z,37.0443333,-121.7621667,7.155,3.9,ml,45,69,0.03874,0.1,nc,nc10090484,2016-12-09T12:28:12.010Z,"Northern California",earthquake,0.2,0.98,,7,reviewed,nc,nc
1989-10-18T00:22:56.140Z,36.9436667,-121.6783333,6.485,3.6,md,39,93,0.09099,0.09,nc,nc10090495,2016-12-09T12:28:01.230Z,"Northern California",earthquake,0.22,0.79,0.26,22,reviewed,nc,nc
1989-10-18T00:21:04.280Z,37.0728333,-121.8681667,7.561,3.5,ml,19,138,0.1586,0.05,nc,nc10090492,2016-12-09T12:27:48.224Z,"Northern California",earthquake,0.43,1.42,,5,reviewed,nc,nc
1989-10-18T00:19:17.230Z,37.163,-121.9816667,10.164,4,ml,34,93,0.03874,0.04,nc,nc10090501,2016-12-09T12:27:38.840Z,"Northern California",earthquake,0.24,0.57,,7,reviewed,nc,nc
1989-10-18T00:17:33.270Z,37.201,-121.991,9.131,4,ml,9,186,0.002703,0.08,nc,nc10090498,2016-12-09T12:27:25.300Z,"Northern California",earthquake,0.89,1.21,,7,reviewed,nc,nc
1989-10-18T00:16:54.470Z,37.0981667,-121.9096667,3.381,4.1,ml,35,98,0.06126,0.11,nc,nc10090508,2016-12-09T12:27:16.770Z,"Northern California",earthquake,0.44,1.34,,7,reviewed,nc,nc
1989-10-18T00:15:10.890Z,37.0056667,-121.7866667,14.39,4.4,ml,34,97,0.04865,0.09,nc,nc10090504,2016-12-09T12:26:57.330Z,"Northern California",earthquake,0.28,0.64,,5,reviewed,nc,nc
1989-10-18T00:13:08.670Z,37.1748333,-122.0335,11.308,4.32,ma,16,68,0.01081,0.14,nc,nc10090503,2016-12-09T12:26:51.326Z,"Northern California",earthquake,0.41,0.94,0.3,2,reviewed,nc,nc
1989-10-18T00:12:42.300Z,37.176,-121.9781667,5.194,4.6,ml,19,183,0.02703,0.05,nc,nc10090513,2016-12-09T12:26:47.407Z,"Northern California",earthquake,0.52,0.56,,6,reviewed,nc,nc
1989-10-18T00:11:45.390Z,37.1661667,-121.986,9.434,4.2,ml,17,82,0.03604,0.04,nc,nc10090512,2016-12-09T12:26:43.669Z,"Northern California",earthquake,0.24,0.39,,5,reviewed,nc,nc
1989-10-18T00:09:55.910Z,37.0333333,-121.7245,4.575,4,ml,7,130,0.3495,0.08,nc,nc10090511,2016-12-09T12:26:39.669Z,"Northern California",earthquake,0.57,9.26,,5,reviewed,nc,nc
1989-10-18T00:08:45.470Z,37.076,-121.925,2.964,4.3,ml,5,248,0.1027,0.03,nc,nc10090509,2016-12-09T12:26:32.187Z,"Northern California",earthquake,1.26,1.53,,4,reviewed,nc,nc
1989-10-18T00:08:21.990Z,37.0701667,-121.894,10.434,4.4,ml,10,133,0.06126,0.16,nc,nc10090523,2016-12-09T12:26:28.665Z,"Northern California",earthquake,0.92,1.77,,5,reviewed,nc,nc
1989-10-18T00:07:43.300Z,36.988,-121.7413333,15.257,4.7,ml,12,121,0.07477,0.06,nc,nc10090522,2016-12-09T12:26:25.182Z,"Northern California",earthquake,0.57,0.96,,4,reviewed,nc,nc
1989-10-18T00:07:15.290Z,37.2381667,-121.9445,9.372,4.7,ml,8,81,0.145,0.16,nc,nc10090521,2016-12-09T12:26:21.546Z,"San Francisco Bay area, California",earthquake,0.64,2.97,,4,reviewed,nc,nc
1989-10-18T00:04:15.190Z,37.0361667,-121.8798333,17.214,6.9,mh,84,89,0.008108,0.08,nc,nc216859,2019-03-20T00:54:45.066Z,"Loma Prieta, California Earthquake",earthquake,0.21,0.31,,0,reviewed,nc,nc
1989-08-08T15:53:28.070Z,37.1613333,-121.9496667,14.849,4.5,ml,93,53,0.01622,0.1,nc,nc10089898,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.17,0.32,,1,reviewed,nc,nc
1989-08-08T08:44:09.680Z,37.1445,-121.9243333,12.839,4.3,ml,92,51,0.02523,0.09,nc,nc10089900,2016-12-09T07:43:22.230Z,"Northern California",earthquake,0.17,0.34,,6,reviewed,nc,nc
1989-08-08T08:13:27.390Z,37.1481667,-121.9268333,13.409,5.4,ml,92,51,0.02162,0.09,nc,nc10089897,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.16,0.34,,6,reviewed,nc,nc
1989-07-18T11:07:21.850Z,36.9045,-121.3473333,7.585,3.8,ml,90,45,0.03604,0.07,nc,nc10089838,2016-12-09T06:01:25.070Z,"Central California",earthquake,0.14,0.28,,6,reviewed,nc,nc
1989-07-09T13:38:44.450Z,37.41,-121.7566667,8.417,3.9,ml,99,22,0.05135,0.06,nc,nc10089813,2016-12-09T05:21:09.020Z,"San Francisco Bay area, California",earthquake,0.11,0.38,,5,reviewed,nc,nc
1989-06-22T01:13:24.190Z,38.0588333,-121.8563333,19.845,4.3,ml,68,61,0.1045,0.12,nc,nc10089768,2016-12-09T04:16:34.010Z,"San Francisco Bay area, California",earthquake,0.23,0.21,,4,reviewed,nc,nc
1989-05-15T15:39:37.720Z,36.7038333,-121.3316667,3.069,3.5,ml,82,35,0.01081,0.06,nc,nc10089624,2016-12-09T01:49:12.470Z,"Central California",earthquake,0.11,0.25,,4,reviewed,nc,nc
1989-04-12T06:39:37.710Z,37.7925,-121.7341667,15.873,3.5,ml,71,69,0.05856,0.09,nc,nc10089530,2016-12-09T00:18:01.900Z,"San Francisco Bay area, California",earthquake,0.19,0.25,,5,reviewed,nc,nc
1989-04-03T17:46:34.230Z,37.4318333,-121.7713333,11.317,4.5,ml,91,18,0.02973,0.08,nc,nc10089455,2018-06-04T20:43:45.000Z,"San Francisco Bay area, California",earthquake,0.13,0.38,,7,reviewed,nc,nc
1989-02-13T08:01:41.460Z,37.835,-122.603,1.832,3.6,ml,61,85,0,0.08,nc,nc131270,2016-12-08T21:20:38.930Z,"offshore Northern California",earthquake,0.17,0.52,,4,reviewed,nc,nc
